Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:16:56,2019-10-11 16:16:56,0.180s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/i_account_circle""))",Chrome 77.0.3865.90,,,2019-10-11 16:16:56,2019-10-11 16:16:56,0.142s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:16:56,2019-10-11 16:16:56,0.151s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:16:56,2019-10-11 16:16:57,1.003s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/i_add""))",Chrome 77.0.3865.90,,,2019-10-11 16:16:57,2019-10-11 16:16:57,0.132s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:16:57,2019-10-11 16:16:58,1.001s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/input_Employee Access_mat-input-3""), employee_id)",Chrome 77.0.3865.90,,,2019-10-11 16:16:58,2019-10-11 16:16:59,0.147s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/input_Employee Id_mat-input-4""), employee_login_name)",Chrome 77.0.3865.90,,,2019-10-11 16:16:59,2019-10-11 16:16:59,0.115s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/input_Login Name_mat-input-5""), employee_email)",Chrome 77.0.3865.90,,,2019-10-11 16:16:59,2019-10-11 16:16:59,0.138s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/input_Email_mat-input-6""), employee_f_name)",Chrome 77.0.3865.90,,,2019-10-11 16:16:59,2019-10-11 16:16:59,0.119s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/input_First Name_mat-input-7""), employee_m_name)",Chrome 77.0.3865.90,,,2019-10-11 16:16:59,2019-10-11 16:16:59,0.110s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/input_Middle Name_mat-input-8""), employee_l_name)",Chrome 77.0.3865.90,,,2019-10-11 16:16:59,2019-10-11 16:16:59,0.131s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:16:59,2019-10-11 16:17:00,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/button_Proceed""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:00,2019-10-11 16:17:00,0.117s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:00,2019-10-11 16:17:01,1.003s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/div_Search_mat-checkbox-inner-container""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:01,2019-10-11 16:17:01,0.061s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:01,2019-10-11 16:17:02,1.003s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/button_Save""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:02,2019-10-11 16:17:02,0.069s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:02,2019-10-11 16:17:03,1.003s,PASSED
"verifyTextPresent(""saved successfully"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:17:03,2019-10-11 16:17:04,0.088s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:04,2019-10-11 16:17:05,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_new_Employee_ShouldSucceed/button_Ok""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:05,2019-10-11 16:17:05,0.072s,PASSED
closeBrowser(),Chrome 77.0.3865.90,,,2019-10-11 16:17:05,2019-10-11 16:17:05,0.850s,PASSED
,,,,,,,
Test Cases/Employee/Employee/Add Employee/Add_existing_Employee_ShoudlgiveErrorMessage1,Chrome 77.0.3865.90,Add a role should give Created Role message,,2019-10-11 16:17:05,2019-10-11 16:17:25,19.415s,PASSED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:17:06,2019-10-11 16:17:13,7.334s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/i_account_circle""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:13,2019-10-11 16:17:13,0.126s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:13,2019-10-11 16:17:13,0.095s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:13,2019-10-11 16:17:14,1.003s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/i_add""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:14,2019-10-11 16:17:16,1.643s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:16,2019-10-11 16:17:17,1.002s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/input_Employee Access_mat-input-3""), employee_id)",Chrome 77.0.3865.90,,,2019-10-11 16:17:17,2019-10-11 16:17:17,0.147s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/input_Employee Id_mat-input-4""), employee_login_name)",Chrome 77.0.3865.90,,,2019-10-11 16:17:17,2019-10-11 16:17:17,0.129s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/input_Login Name_mat-input-5""), employee_email)",Chrome 77.0.3865.90,,,2019-10-11 16:17:17,2019-10-11 16:17:17,0.147s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/input_Email_mat-input-6""), employee_f_name)",Chrome 77.0.3865.90,,,2019-10-11 16:17:17,2019-10-11 16:17:17,0.118s,PASSED
"setText(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/input_Middle Name_mat-input-8""), employee_m_name)",Chrome 77.0.3865.90,,,2019-10-11 16:17:17,2019-10-11 16:17:18,0.126s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:18,2019-10-11 16:17:19,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/button_Proceed""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:19,2019-10-11 16:17:19,0.084s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:19,2019-10-11 16:17:20,1.002s,PASSED
"check(findTestObject(""Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/div_Search_mat-checkbox-inner-container""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:20,2019-10-11 16:17:20,0.091s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:20,2019-10-11 16:17:21,1.002s,PASSED
"click(findTestObject(""Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/button_Save""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:21,2019-10-11 16:17:21,0.069s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:21,2019-10-11 16:17:22,1.001s,PASSED
"verifyTextPresent(""Employee ID already exists "", false)",Chrome 77.0.3865.90,,,2019-10-11 16:17:22,2019-10-11 16:17:22,0.134s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:22,2019-10-11 16:17:23,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/button_OK""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:23,2019-10-11 16:17:23,0.060s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:23,2019-10-11 16:17:24,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Add Employee_OR/Add_Existing_Employee_ShouldgiveErrorMessage1/Page_Unified Wallet/button_Cancel""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:24,2019-10-11 16:17:24,0.063s,PASSED
closeBrowser(),Chrome 77.0.3865.90,,,2019-10-11 16:17:24,2019-10-11 16:17:25,0.868s,PASSED
,,,,,,,
Test Cases/Employee/Employee/Edit/Edit_Employee_ShouldSucceed,Chrome 77.0.3865.90,Should Update succesfully,,2019-10-11 16:17:25,2019-10-11 16:17:46,20.866s,PASSED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:17:25,2019-10-11 16:17:32,7.181s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:17:32,2019-10-11 16:17:36,3.669s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/i_account_circle""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:36,2019-10-11 16:17:36,0.073s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:36,2019-10-11 16:17:36,0.064s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:36,2019-10-11 16:17:37,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/mat-cell_1000""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:37,2019-10-11 16:17:37,0.081s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:37,2019-10-11 16:17:38,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/i_edit""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:38,2019-10-11 16:17:38,0.136s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:38,2019-10-11 16:17:39,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/button_Proceed""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:39,2019-10-11 16:17:39,0.072s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:39,2019-10-11 16:17:40,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/div_Search_mat-checkbox-inner-container""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:40,2019-10-11 16:17:40,0.054s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/div_RVINN""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:40,2019-10-11 16:17:40,0.081s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/button_Save""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:40,2019-10-11 16:17:41,0.081s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:41,2019-10-11 16:17:42,1.003s,PASSED
"verifyTextPresent(""will be updated. Do you want to proceed?"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:17:42,2019-10-11 16:17:42,0.111s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:42,2019-10-11 16:17:43,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/button_Ok""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:43,2019-10-11 16:17:43,0.058s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:43,2019-10-11 16:17:44,1.001s,PASSED
"verifyTextPresent(""updated successfully"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:17:44,2019-10-11 16:17:44,0.072s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:44,2019-10-11 16:17:45,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Edit_OR/button_OK (1)""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:45,2019-10-11 16:17:45,0.061s,PASSED
closeBrowser(),Chrome 77.0.3865.90,,,2019-10-11 16:17:45,2019-10-11 16:17:46,0.894s,PASSED
,,,,,,,
Test Cases/Login/Employee_first_time_Login_ShouldSucceed,Chrome 77.0.3865.90,,,2019-10-11 16:17:46,2019-10-11 16:17:59,12.903s,FAILED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-11 16:17:46,2019-10-11 16:17:49,2.751s,PASSED
navigateToUrl(login_url),Chrome 77.0.3865.90,,,2019-10-11 16:17:49,2019-10-11 16:17:50,1.136s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-11 16:17:50,2019-10-11 16:17:52,1.844s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/employee_login/input_Sign in_mat-input-0""), employee_login_name)",Chrome 77.0.3865.90,,,2019-10-11 16:17:52,2019-10-11 16:17:52,0.121s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_OR/employee_login/input_Username_mat-input-1""), username_admins_Password)",Chrome 77.0.3865.90,,,2019-10-11 16:17:52,2019-10-11 16:17:52,0.113s,PASSED
"click(findTestObject(""Object Repository/Login_OR/employee_login/button_Login""))",Chrome 77.0.3865.90,,,2019-10-11 16:17:52,2019-10-11 16:17:52,0.114s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:17:52,2019-10-11 16:17:53,1.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_OR/employee_login/input_First login after user account creationpassword reset Please change the password_mat-input-2""), username_admins_Password)",Chrome 77.0.3865.90,,,2019-10-11 16:17:53,2019-10-11 16:17:59,5.452s,FAILED
,,,,,,,
Test Cases/Login/Employee_Inactive_Login_ShouldGiveErrorMessage,Chrome 77.0.3865.90,,,2019-10-11 16:17:59,2019-10-11 16:18:06,7.807s,FAILED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-11 16:17:59,2019-10-11 16:18:03,3.923s,PASSED
navigateToUrl(login_url),Chrome 77.0.3865.90,,,2019-10-11 16:18:03,2019-10-11 16:18:04,0.848s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-11 16:18:04,2019-10-11 16:18:05,1.157s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Employee_Inactive_Login_ShouldGiveErrormessage_OR/Page_Unified Wallet/input_Sign in_mat-input-0""), employee_login_name)",Chrome 77.0.3865.90,,,2019-10-11 16:18:05,2019-10-11 16:18:05,0.112s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_OR/Employee_Inactive_Login_ShouldGiveErrormessage_OR/Page_Unified Wallet/input_Username_mat-input-1""), employee_new_password)",Chrome 77.0.3865.90,,,2019-10-11 16:18:05,2019-10-11 16:18:05,0.080s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Employee_Inactive_Login_ShouldGiveErrormessage_OR/Page_Unified Wallet/button_Login""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:05,2019-10-11 16:18:05,0.114s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:18:05,2019-10-11 16:18:06,1.001s,PASSED
"verifyTextPresent(""User is inactive "", false)",Chrome 77.0.3865.90,,,2019-10-11 16:18:06,2019-10-11 16:18:06,0.373s,FAILED
,,,,,,,
Test Cases/Login/Wrong_username_Should_giveEror,Chrome 77.0.3865.90,,,2019-10-11 16:18:07,2019-10-11 16:18:14,7.799s,FAILED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-11 16:18:07,2019-10-11 16:18:10,3.419s,PASSED
navigateToUrl(login_url),Chrome 77.0.3865.90,,,2019-10-11 16:18:10,2019-10-11 16:18:11,1.181s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-11 16:18:11,2019-10-11 16:18:12,1.122s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Wrong_username_ShouldgiveError/input_Sign in_mat-input-0""), wrong_username)",Chrome 77.0.3865.90,,,2019-10-11 16:18:12,2019-10-11 16:18:13,0.142s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_OR/Wrong_username_ShouldgiveError/input_Username_mat-input-1""), username_admins_Password)",Chrome 77.0.3865.90,,,2019-10-11 16:18:13,2019-10-11 16:18:13,0.265s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Wrong_username_ShouldgiveError/button_Login""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:13,2019-10-11 16:18:13,0.109s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:18:13,2019-10-11 16:18:14,1.004s,PASSED
"verifyTextPresent("" Invalid username "", false)",Chrome 77.0.3865.90,,,2019-10-11 16:18:14,2019-10-11 16:18:14,0.394s,FAILED
,,,,,,,
Test Cases/Login/Wrong_Password_ShouldgiveError,Chrome 77.0.3865.90,Make sure the employee is not locked before testing,,2019-10-11 16:18:14,2019-10-11 16:18:21,7.141s,FAILED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-11 16:18:14,2019-10-11 16:18:18,3.353s,PASSED
navigateToUrl(login_url),Chrome 77.0.3865.90,,,2019-10-11 16:18:18,2019-10-11 16:18:19,0.744s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-11 16:18:19,2019-10-11 16:18:20,1.162s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Wrong_Password_ShouldgiveError/input_Sign in_mat-input-0""), employee_login_name)",Chrome 77.0.3865.90,,,2019-10-11 16:18:20,2019-10-11 16:18:20,0.138s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_OR/Wrong_Password_ShouldgiveError/input_Username_mat-input-1""), wrong_password)",Chrome 77.0.3865.90,,,2019-10-11 16:18:20,2019-10-11 16:18:20,0.071s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Wrong_Password_ShouldgiveError/button_Login""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:20,2019-10-11 16:18:20,0.111s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:18:20,2019-10-11 16:18:21,1.001s,PASSED
"verifyTextPresent("" Invalid password "", false)",Chrome 77.0.3865.90,,,2019-10-11 16:18:21,2019-10-11 16:18:21,0.386s,FAILED
,,,,,,,
Test Cases/Employee/Employee/Active_an_InActive_employee/active_an_Inactive_employee_Shouldsucceed,Chrome 77.0.3865.90,,,2019-10-11 16:18:21,2019-10-11 16:18:39,17.744s,FAILED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:18:22,2019-10-11 16:18:29,7.716s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Active_an_Inactive_employee_OR/Inactive_employee_activationShouldsucceed_OR/Page_Unified Wallet/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:18:29,2019-10-11 16:18:35,5.536s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Active_an_Inactive_employee_OR/Inactive_employee_activationShouldsucceed_OR/Page_Unified Wallet/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:35,2019-10-11 16:18:35,0.617s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Active_an_Inactive_employee_OR/Inactive_employee_activationShouldsucceed_OR/Page_Unified Wallet/a_account_circleEmployee_1""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:35,2019-10-11 16:18:36,0.090s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:18:36,2019-10-11 16:18:37,1.003s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Active_an_Inactive_employee_OR/Inactive_employee_activationShouldsucceed_OR/Page_Unified Wallet/mat-cell_0001""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:37,2019-10-11 16:18:37,0.104s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:18:37,2019-10-11 16:18:38,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Active_an_Inactive_employee_OR/Inactive_employee_activationShouldsucceed_OR/Page_Unified Wallet/i_block""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:38,2019-10-11 16:18:38,0.088s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:18:38,2019-10-11 16:18:39,1.002s,PASSED
"verifyTextPresent(""will be changed to Active. Do you want to proceed?"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:18:39,2019-10-11 16:18:39,0.404s,FAILED
,,,,,,,
Test Cases/Employee/Employee/Reset_Password_Of_Employee/ResetPassword_and_Login_ShouldSucceed,Chrome 77.0.3865.90,,,2019-10-11 16:18:39,2019-10-11 16:18:56,16.975s,FAILED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:18:39,2019-10-11 16:18:47,7.963s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Reset_Password_Of_Employee_OR/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:18:47,2019-10-11 16:18:50,2.606s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Reset_Password_Of_Employee_OR/a_account_circleEmployee""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:18:50,2019-10-11 16:18:50,0.389s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Reset_Password_Of_Employee_OR/a_account_circleEmployee_1""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:18:50,2019-10-11 16:18:51,0.393s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Reset_Password_Of_Employee_OR/mat-cell_0001""))",Chrome 77.0.3865.90,,,2019-10-11 16:18:51,2019-10-11 16:18:56,5.449s,FAILED
,,,,,,,
Test Cases/Login/Lock_an_emloyee,Chrome 77.0.3865.90,,,2019-10-11 16:18:56,2019-10-11 16:19:30,34.215s,FAILED
"callTestCase(findTestCase(""Login/employee_login""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:18:56,2019-10-11 16:19:03,6.483s,PASSED
for (def i : (0..2)),Chrome 77.0.3865.90,,,2019-10-11 16:19:03,2019-10-11 16:19:25,22.535s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-11 16:19:25,2019-10-11 16:19:29,3.313s,PASSED
navigateToUrl(login_url),Chrome 77.0.3865.90,,,2019-10-11 16:19:29,2019-10-11 16:19:30,0.984s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Employee_login_verify/input_Sign in_mat-input-0""), employee_login_name)",Chrome 77.0.3865.90,,,2019-10-11 16:19:30,2019-10-11 16:19:30,0.138s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_OR/Employee_login_verify/input_Username_mat-input-1""), employee_resetPassword)",Chrome 77.0.3865.90,,,2019-10-11 16:19:30,2019-10-11 16:19:30,0.164s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Employee_login_verify/button_Login""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:30,2019-10-11 16:19:30,0.053s,PASSED
"verifyTextPresent(""User account is locked"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:19:30,2019-10-11 16:19:30,0.360s,FAILED
,,,,,,,
Test Cases/Login/Employee_Inactive_Login_ShouldGiveErrorMessage,Chrome 77.0.3865.90,,,2019-10-11 16:19:30,2019-10-11 16:19:38,7.199s,FAILED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-11 16:19:30,2019-10-11 16:19:34,3.555s,PASSED
navigateToUrl(login_url),Chrome 77.0.3865.90,,,2019-10-11 16:19:34,2019-10-11 16:19:35,0.823s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-11 16:19:35,2019-10-11 16:19:36,1.153s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Employee_Inactive_Login_ShouldGiveErrormessage_OR/Page_Unified Wallet/input_Sign in_mat-input-0""), employee_login_name)",Chrome 77.0.3865.90,,,2019-10-11 16:19:36,2019-10-11 16:19:36,0.098s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_OR/Employee_Inactive_Login_ShouldGiveErrormessage_OR/Page_Unified Wallet/input_Username_mat-input-1""), employee_new_password)",Chrome 77.0.3865.90,,,2019-10-11 16:19:36,2019-10-11 16:19:36,0.096s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Employee_Inactive_Login_ShouldGiveErrormessage_OR/Page_Unified Wallet/button_Login""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:36,2019-10-11 16:19:36,0.108s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:19:36,2019-10-11 16:19:37,1.002s,PASSED
"verifyTextPresent(""User is inactive "", false)",Chrome 77.0.3865.90,,,2019-10-11 16:19:37,2019-10-11 16:19:38,0.358s,FAILED
,,,,,,,
Test Cases/Employee/Employee_Role_And_Task/Roles/Delete/Delete_Roles_before_employee_Shouldgiveerror,Chrome 77.0.3865.90,,,2019-10-11 16:19:38,2019-10-11 16:19:56,18.508s,PASSED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:19:38,2019-10-11 16:19:46,7.968s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/Delete_role_before_employee_shouldgiveerror_OR/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:19:46,2019-10-11 16:19:48,2.616s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/Delete_role_before_employee_shouldgiveerror_OR/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:48,2019-10-11 16:19:48,0.091s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/Delete_role_before_employee_shouldgiveerror_OR/a_assignmentRole And Task""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:48,2019-10-11 16:19:49,0.081s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:19:49,2019-10-11 16:19:50,1.002s,PASSED
